"OBÈINE","SKD DEJAVNOST","2021 (zaèasni podatki)"
"Ptuj","SKD Dejavnost - SKUPAJ",92107855
"Ptuj","A Kmetijstvo in lov, gozdarstvo, ribištvo",36564
"Ptuj","B Rudarstvo",0
"Ptuj","C Predelovalne dejavnosti",44312572
"Ptuj","D Oskrba z elektrièno energijo, plinom in paro",138442
"Ptuj","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",3498752
"Ptuj","F Gradbeništvo",1330727
"Ptuj","G Trgovina, vzdrževanje in popravila motornih vozil",15276077
"Ptuj","H Promet in skladišèenje",743643
"Ptuj","I Gostinstvo",6068737
"Ptuj","J Informacijske in komunikacijske dejavnosti",868102
"Ptuj","K Finanène in zavarovalniške dejavnosti",318402
"Ptuj","L Poslovanje z nepremièninami",7082621
"Ptuj","M Strokovne, znanstvene in tehniène dejavnosti",2722611
"Ptuj","N Druge raznovrstne poslovne dejavnosti",163446
"Ptuj","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",2157975
"Ptuj","P Izobraževanje",1707573
"Ptuj","Q Zdravstvo in socialno varstvo",3656664
"Ptuj","R Kulturne, razvedrilne in rekreacijske dejavnosti",638234
"Ptuj","S Druge dejavnosti",445207
"Ptuj","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Ptuj","U Dejavnost eksteritorialnih organizacij in teles",0
"Ptuj","X Neznano",941506
"Puconci","SKD Dejavnost - SKUPAJ",9301011
"Puconci","A Kmetijstvo in lov, gozdarstvo, ribištvo",314932
"Puconci","B Rudarstvo",0
"Puconci","C Predelovalne dejavnosti",3231347
"Puconci","D Oskrba z elektrièno energijo, plinom in paro",231408
"Puconci","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",1670448
"Puconci","F Gradbeništvo",232733
"Puconci","G Trgovina, vzdrževanje in popravila motornih vozil",1631538
"Puconci","H Promet in skladišèenje",17366
"Puconci","I Gostinstvo",173441
"Puconci","J Informacijske in komunikacijske dejavnosti",508929
"Puconci","K Finanène in zavarovalniške dejavnosti",543
"Puconci","L Poslovanje z nepremièninami",174962
"Puconci","M Strokovne, znanstvene in tehniène dejavnosti",0
"Puconci","N Druge raznovrstne poslovne dejavnosti",7860
"Puconci","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",329831
"Puconci","P Izobraževanje",434057
"Puconci","Q Zdravstvo in socialno varstvo",99312
"Puconci","R Kulturne, razvedrilne in rekreacijske dejavnosti",8735
"Puconci","S Druge dejavnosti",40208
"Puconci","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Puconci","U Dejavnost eksteritorialnih organizacij in teles",0
"Puconci","X Neznano",193361
"Raèe - Fram","SKD Dejavnost - SKUPAJ",20415078
"Raèe - Fram","A Kmetijstvo in lov, gozdarstvo, ribištvo",30827
"Raèe - Fram","B Rudarstvo",0
"Raèe - Fram","C Predelovalne dejavnosti",5442245
"Raèe - Fram","D Oskrba z elektrièno energijo, plinom in paro",10550
"Raèe - Fram","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",0
"Raèe - Fram","F Gradbeništvo",213197
"Raèe - Fram","G Trgovina, vzdrževanje in popravila motornih vozil",3047885
"Raèe - Fram","H Promet in skladišèenje",92088
"Raèe - Fram","I Gostinstvo",283057
"Raèe - Fram","J Informacijske in komunikacijske dejavnosti",188111
"Raèe - Fram","K Finanène in zavarovalniške dejavnosti",9166
"Raèe - Fram","L Poslovanje z nepremièninami",9432313
"Raèe - Fram","M Strokovne, znanstvene in tehniène dejavnosti",67052
"Raèe - Fram","N Druge raznovrstne poslovne dejavnosti",3067
"Raèe - Fram","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",851621
"Raèe - Fram","P Izobraževanje",439080
"Raèe - Fram","Q Zdravstvo in socialno varstvo",74272
"Raèe - Fram","R Kulturne, razvedrilne in rekreacijske dejavnosti",23381
"Raèe - Fram","S Druge dejavnosti",92248
"Raèe - Fram","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Raèe - Fram","U Dejavnost eksteritorialnih organizacij in teles",0
"Raèe - Fram","X Neznano",114918
"Radeèe","SKD Dejavnost - SKUPAJ",38865436
"Radeèe","A Kmetijstvo in lov, gozdarstvo, ribištvo",13481
"Radeèe","B Rudarstvo",0
"Radeèe","C Predelovalne dejavnosti",35732345
"Radeèe","D Oskrba z elektrièno energijo, plinom in paro",59775
"Radeèe","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",435761
"Radeèe","F Gradbeništvo",47438
"Radeèe","G Trgovina, vzdrževanje in popravila motornih vozil",1155398
"Radeèe","H Promet in skladišèenje",23270
"Radeèe","I Gostinstvo",256872
"Radeèe","J Informacijske in komunikacijske dejavnosti",290488
"Radeèe","K Finanène in zavarovalniške dejavnosti",16309
"Radeèe","L Poslovanje z nepremièninami",14561
"Radeèe","M Strokovne, znanstvene in tehniène dejavnosti",16620
"Radeèe","N Druge raznovrstne poslovne dejavnosti",21375
"Radeèe","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",285606
"Radeèe","P Izobraževanje",217653
"Radeèe","Q Zdravstvo in socialno varstvo",91797
"Radeèe","R Kulturne, razvedrilne in rekreacijske dejavnosti",62536
"Radeèe","S Druge dejavnosti",12531
"Radeèe","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Radeèe","U Dejavnost eksteritorialnih organizacij in teles",0
"Radeèe","X Neznano",111620
"Radenci","SKD Dejavnost - SKUPAJ",12393493
"Radenci","A Kmetijstvo in lov, gozdarstvo, ribištvo",36485
"Radenci","B Rudarstvo",0
"Radenci","C Predelovalne dejavnosti",7309412
"Radenci","D Oskrba z elektrièno energijo, plinom in paro",32
"Radenci","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",17286
"Radenci","F Gradbeništvo",92906
"Radenci","G Trgovina, vzdrževanje in popravila motornih vozil",1840935
"Radenci","H Promet in skladišèenje",90775
"Radenci","I Gostinstvo",696777
"Radenci","J Informacijske in komunikacijske dejavnosti",120306
"Radenci","K Finanène in zavarovalniške dejavnosti",8357
"Radenci","L Poslovanje z nepremièninami",-5324
"Radenci","M Strokovne, znanstvene in tehniène dejavnosti",6714
"Radenci","N Druge raznovrstne poslovne dejavnosti",364
"Radenci","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",605874
"Radenci","P Izobraževanje",409299
"Radenci","Q Zdravstvo in socialno varstvo",783516
"Radenci","R Kulturne, razvedrilne in rekreacijske dejavnosti",226896
"Radenci","S Druge dejavnosti",24844
"Radenci","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Radenci","U Dejavnost eksteritorialnih organizacij in teles",0
"Radenci","X Neznano",128039
"Radlje ob Dravi","SKD Dejavnost - SKUPAJ",18497257
"Radlje ob Dravi","A Kmetijstvo in lov, gozdarstvo, ribištvo",47743
"Radlje ob Dravi","B Rudarstvo",15860
"Radlje ob Dravi","C Predelovalne dejavnosti",11473690
"Radlje ob Dravi","D Oskrba z elektrièno energijo, plinom in paro",145454
"Radlje ob Dravi","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",844316
"Radlje ob Dravi","F Gradbeništvo",130336
"Radlje ob Dravi","G Trgovina, vzdrževanje in popravila motornih vozil",2141961
"Radlje ob Dravi","H Promet in skladišèenje",93563
"Radlje ob Dravi","I Gostinstvo",637895
"Radlje ob Dravi","J Informacijske in komunikacijske dejavnosti",373995
"Radlje ob Dravi","K Finanène in zavarovalniške dejavnosti",80239
"Radlje ob Dravi","L Poslovanje z nepremièninami",381351
"Radlje ob Dravi","M Strokovne, znanstvene in tehniène dejavnosti",71285
"Radlje ob Dravi","N Druge raznovrstne poslovne dejavnosti",45411
"Radlje ob Dravi","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",724514
"Radlje ob Dravi","P Izobraževanje",217459
"Radlje ob Dravi","Q Zdravstvo in socialno varstvo",552595
"Radlje ob Dravi","R Kulturne, razvedrilne in rekreacijske dejavnosti",30274
"Radlje ob Dravi","S Druge dejavnosti",110872
"Radlje ob Dravi","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Radlje ob Dravi","U Dejavnost eksteritorialnih organizacij in teles",0
"Radlje ob Dravi","X Neznano",378444
"Radovljica","SKD Dejavnost - SKUPAJ",51371842
"Radovljica","A Kmetijstvo in lov, gozdarstvo, ribištvo",459630
"Radovljica","B Rudarstvo",0
"Radovljica","C Predelovalne dejavnosti",27025040
"Radovljica","D Oskrba z elektrièno energijo, plinom in paro",74760
"Radovljica","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",928003
"Radovljica","F Gradbeništvo",941888
"Radovljica","G Trgovina, vzdrževanje in popravila motornih vozil",7246590
"Radovljica","H Promet in skladišèenje",546401
"Radovljica","I Gostinstvo",4153001
"Radovljica","J Informacijske in komunikacijske dejavnosti",1033819
"Radovljica","K Finanène in zavarovalniške dejavnosti",211703
"Radovljica","L Poslovanje z nepremièninami",1912699
"Radovljica","M Strokovne, znanstvene in tehniène dejavnosti",1018273
"Radovljica","N Druge raznovrstne poslovne dejavnosti",52596
"Radovljica","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",1358391
"Radovljica","P Izobraževanje",884012
"Radovljica","Q Zdravstvo in socialno varstvo",1412011
"Radovljica","R Kulturne, razvedrilne in rekreacijske dejavnosti",1129852
"Radovljica","S Druge dejavnosti",328368
"Radovljica","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Radovljica","U Dejavnost eksteritorialnih organizacij in teles",0
"Radovljica","X Neznano",654805
"Ravne na Koroškem","SKD Dejavnost - SKUPAJ",18797110
"Ravne na Koroškem","A Kmetijstvo in lov, gozdarstvo, ribištvo",9056
"Ravne na Koroškem","B Rudarstvo",0
"Ravne na Koroškem","C Predelovalne dejavnosti",8113062
"Ravne na Koroškem","D Oskrba z elektrièno energijo, plinom in paro",29758
"Ravne na Koroškem","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",703112
"Ravne na Koroškem","F Gradbeništvo",200417
"Ravne na Koroškem","G Trgovina, vzdrževanje in popravila motornih vozil",4461979
"Ravne na Koroškem","H Promet in skladišèenje",59565
"Ravne na Koroškem","I Gostinstvo",767557
"Ravne na Koroškem","J Informacijske in komunikacijske dejavnosti",600871
"Ravne na Koroškem","K Finanène in zavarovalniške dejavnosti",106976
"Ravne na Koroškem","L Poslovanje z nepremièninami",603877
"Ravne na Koroškem","M Strokovne, znanstvene in tehniène dejavnosti",288056
"Ravne na Koroškem","N Druge raznovrstne poslovne dejavnosti",20766
"Ravne na Koroškem","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",585995
"Ravne na Koroškem","P Izobraževanje",849113
"Ravne na Koroškem","Q Zdravstvo in socialno varstvo",392374
"Ravne na Koroškem","R Kulturne, razvedrilne in rekreacijske dejavnosti",610400
"Ravne na Koroškem","S Druge dejavnosti",131119
"Ravne na Koroškem","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Ravne na Koroškem","U Dejavnost eksteritorialnih organizacij in teles",0
"Ravne na Koroškem","X Neznano",263057
"Razkrižje","SKD Dejavnost - SKUPAJ",770640
"Razkrižje","A Kmetijstvo in lov, gozdarstvo, ribištvo",0
"Razkrižje","B Rudarstvo",0
"Razkrižje","C Predelovalne dejavnosti",186676
"Razkrižje","D Oskrba z elektrièno energijo, plinom in paro",75
"Razkrižje","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",122249
"Razkrižje","F Gradbeništvo",10137
"Razkrižje","G Trgovina, vzdrževanje in popravila motornih vozil",164119
"Razkrižje","H Promet in skladišèenje",0
"Razkrižje","I Gostinstvo",112225
"Razkrižje","J Informacijske in komunikacijske dejavnosti",9681
"Razkrižje","K Finanène in zavarovalniške dejavnosti",0
"Razkrižje","L Poslovanje z nepremièninami",0
"Razkrižje","M Strokovne, znanstvene in tehniène dejavnosti",0
"Razkrižje","N Druge raznovrstne poslovne dejavnosti",0
"Razkrižje","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",115082
"Razkrižje","P Izobraževanje",37169
"Razkrižje","Q Zdravstvo in socialno varstvo",0
"Razkrižje","R Kulturne, razvedrilne in rekreacijske dejavnosti",0
"Razkrižje","S Druge dejavnosti",5275
"Razkrižje","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Razkrižje","U Dejavnost eksteritorialnih organizacij in teles",0
"Razkrižje","X Neznano",7952
"Reèica ob Savinji","SKD Dejavnost - SKUPAJ",2627300
"Reèica ob Savinji","A Kmetijstvo in lov, gozdarstvo, ribištvo",984
"Reèica ob Savinji","B Rudarstvo",0
"Reèica ob Savinji","C Predelovalne dejavnosti",1463909
"Reèica ob Savinji","D Oskrba z elektrièno energijo, plinom in paro",6895
"Reèica ob Savinji","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",68097
"Reèica ob Savinji","F Gradbeništvo",34573
"Reèica ob Savinji","G Trgovina, vzdrževanje in popravila motornih vozil",119599
"Reèica ob Savinji","H Promet in skladišèenje",9459
"Reèica ob Savinji","I Gostinstvo",334852
"Reèica ob Savinji","J Informacijske in komunikacijske dejavnosti",37511
"Reèica ob Savinji","K Finanène in zavarovalniške dejavnosti",0
"Reèica ob Savinji","L Poslovanje z nepremièninami",69123
"Reèica ob Savinji","M Strokovne, znanstvene in tehniène dejavnosti",43369
"Reèica ob Savinji","N Druge raznovrstne poslovne dejavnosti",0
"Reèica ob Savinji","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",122153
"Reèica ob Savinji","P Izobraževanje",105985
"Reèica ob Savinji","Q Zdravstvo in socialno varstvo",0
"Reèica ob Savinji","R Kulturne, razvedrilne in rekreacijske dejavnosti",3469
"Reèica ob Savinji","S Druge dejavnosti",33324
"Reèica ob Savinji","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Reèica ob Savinji","U Dejavnost eksteritorialnih organizacij in teles",0
"Reèica ob Savinji","X Neznano",173998
"Renèe - Vogrsko","SKD Dejavnost - SKUPAJ",16657257
"Renèe - Vogrsko","A Kmetijstvo in lov, gozdarstvo, ribištvo",30100
"Renèe - Vogrsko","B Rudarstvo",0
"Renèe - Vogrsko","C Predelovalne dejavnosti",13204710
"Renèe - Vogrsko","D Oskrba z elektrièno energijo, plinom in paro",14675
"Renèe - Vogrsko","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",24221
"Renèe - Vogrsko","F Gradbeništvo",92023
"Renèe - Vogrsko","G Trgovina, vzdrževanje in popravila motornih vozil",555098
"Renèe - Vogrsko","H Promet in skladišèenje",40200
"Renèe - Vogrsko","I Gostinstvo",496055
"Renèe - Vogrsko","J Informacijske in komunikacijske dejavnosti",102122
"Renèe - Vogrsko","K Finanène in zavarovalniške dejavnosti",7471
"Renèe - Vogrsko","L Poslovanje z nepremièninami",1182814
"Renèe - Vogrsko","M Strokovne, znanstvene in tehniène dejavnosti",19529
"Renèe - Vogrsko","N Druge raznovrstne poslovne dejavnosti",0
"Renèe - Vogrsko","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",441910
"Renèe - Vogrsko","P Izobraževanje",209408
"Renèe - Vogrsko","Q Zdravstvo in socialno varstvo",13146
"Renèe - Vogrsko","R Kulturne, razvedrilne in rekreacijske dejavnosti",62957
"Renèe - Vogrsko","S Druge dejavnosti",36725
"Renèe - Vogrsko","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Renèe - Vogrsko","U Dejavnost eksteritorialnih organizacij in teles",0
"Renèe - Vogrsko","X Neznano",124093
"Ribnica","SKD Dejavnost - SKUPAJ",25118447
"Ribnica","A Kmetijstvo in lov, gozdarstvo, ribištvo",5937
"Ribnica","B Rudarstvo",15258
"Ribnica","C Predelovalne dejavnosti",16709307
"Ribnica","D Oskrba z elektrièno energijo, plinom in paro",12596
"Ribnica","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",648790
"Ribnica","F Gradbeništvo",123993
"Ribnica","G Trgovina, vzdrževanje in popravila motornih vozil",3046644
"Ribnica","H Promet in skladišèenje",573496
"Ribnica","I Gostinstvo",418603
"Ribnica","J Informacijske in komunikacijske dejavnosti",329420
"Ribnica","K Finanène in zavarovalniške dejavnosti",106528
"Ribnica","L Poslovanje z nepremièninami",253328
"Ribnica","M Strokovne, znanstvene in tehniène dejavnosti",127926
"Ribnica","N Druge raznovrstne poslovne dejavnosti",8352
"Ribnica","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",925106
"Ribnica","P Izobraževanje",492381
"Ribnica","Q Zdravstvo in socialno varstvo",649393
"Ribnica","R Kulturne, razvedrilne in rekreacijske dejavnosti",179645
"Ribnica","S Druge dejavnosti",144134
"Ribnica","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Ribnica","U Dejavnost eksteritorialnih organizacij in teles",0
"Ribnica","X Neznano",347610
"Ribnica na Pohorju","SKD Dejavnost - SKUPAJ",808655
"Ribnica na Pohorju","A Kmetijstvo in lov, gozdarstvo, ribištvo",0
"Ribnica na Pohorju","B Rudarstvo",16340
"Ribnica na Pohorju","C Predelovalne dejavnosti",69400
"Ribnica na Pohorju","D Oskrba z elektrièno energijo, plinom in paro",7632
"Ribnica na Pohorju","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",36378
"Ribnica na Pohorju","F Gradbeništvo",12137
"Ribnica na Pohorju","G Trgovina, vzdrževanje in popravila motornih vozil",69958
"Ribnica na Pohorju","H Promet in skladišèenje",2112
"Ribnica na Pohorju","I Gostinstvo",377509
"Ribnica na Pohorju","J Informacijske in komunikacijske dejavnosti",3355
"Ribnica na Pohorju","K Finanène in zavarovalniške dejavnosti",0
"Ribnica na Pohorju","L Poslovanje z nepremièninami",63651
"Ribnica na Pohorju","M Strokovne, znanstvene in tehniène dejavnosti",0
"Ribnica na Pohorju","N Druge raznovrstne poslovne dejavnosti",29127
"Ribnica na Pohorju","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",69363
"Ribnica na Pohorju","P Izobraževanje",43037
"Ribnica na Pohorju","Q Zdravstvo in socialno varstvo",3934
"Ribnica na Pohorju","R Kulturne, razvedrilne in rekreacijske dejavnosti",0
"Ribnica na Pohorju","S Druge dejavnosti",832
"Ribnica na Pohorju","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Ribnica na Pohorju","U Dejavnost eksteritorialnih organizacij in teles",0
"Ribnica na Pohorju","X Neznano",3890
"Rogaška Slatina","SKD Dejavnost - SKUPAJ",39300895
"Rogaška Slatina","A Kmetijstvo in lov, gozdarstvo, ribištvo",14644
"Rogaška Slatina","B Rudarstvo",3315
"Rogaška Slatina","C Predelovalne dejavnosti",23402435
"Rogaška Slatina","D Oskrba z elektrièno energijo, plinom in paro",37856
"Rogaška Slatina","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",628957
"Rogaška Slatina","F Gradbeništvo",529660
"Rogaška Slatina","G Trgovina, vzdrževanje in popravila motornih vozil",3510130
"Rogaška Slatina","H Promet in skladišèenje",650165
"Rogaška Slatina","I Gostinstvo",4808174
